Id,Label,timeset,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,modularity_class,indegree,outdegree,degree
1496,king chip,,,,,,,,,,,,,,,,,2,19,99,118
1497,billy woods,,,,,,,,,,,,,,,,,29,25,41,66
1498,cl,,,,,,,,,,,,,,,,,2,13,48,61
1499,damu the fudgemunk,,,,,,,,,,,,,,,,,29,8,4,12
1500,illenium,,,,,,,,,,,,,,,,,2,21,4,25
1501,oliver tree,,,,,,,,,,,,,,,,,2,47,8,55
1502,gnash,,,,,,,,,,,,,,,,,2,12,3,15
1503,grimes,,,,,,,,,,,,,,,,,2,9,9,18
1504,flo milli,,,,,,,,,,,,,,,,,2,42,11,53
1505,theophilus london,,,,,,,,,,,,,,,,,2,13,63,76
1506,mykki blanco,,,,,,,,,,,,,,,,,2,18,83,101
1507,yella beezy,,,,,,,,,,,,,,,,,2,19,54,73
1508,calboy,,,,,,,,,,,,,,,,,2,13,38,51
1509,rubi rose,,,,,,,,,,,,,,,,,2,13,36,49
1510,velous,,,,,,,,,,,,,,,,,2,7,62,69
1511,krondon,,,,,,,,,,,,,,,,,29,44,32,76
1512,soopafly,,,,,,,,,,,,,,,,,72,19,110,129
1513,illmaculate,,,,,,,,,,,,,,,,,29,9,35,44
1514,astronautalis,,,,,,,,,,,,,,,,,29,17,27,44
1515,ziggy,,,,,,,,,,,,,,,,,72,8,5,13
1516,dem atlas,,,,,,,,,,,,,,,,,29,9,21,30
1517,grieves,,,,,,,,,,,,,,,,,29,18,30,48
1518,p.o.s,,,,,,,,,,,,,,,,,29,20,27,47
1519,the audible doctor,,,,,,,,,,,,,,,,,29,13,39,52
1520,qwazaar,,,,,,,,,,,,,,,,,29,8,0,8
1521,paper tiger,,,,,,,,,,,,,,,,,29,4,8,12
1522,kristoff krane,,,,,,,,,,,,,,,,,29,10,20,30
1523,factor chandelier,,,,,,,,,,,,,,,,,29,17,29,46
1524,qwel,,,,,,,,,,,,,,,,,29,14,54,68
1525,atari blitzkrieg,,,,,,,,,,,,,,,,,29,3,10,13
1526,ka$hdami,,,,,,,,,,,,,,,,,2,22,48,70
1527,nach,,,,,,,,,,,,,,,,,5,21,32,53
1528,porta,,,,,,,,,,,,,,,,,2,7,26,33
1529,heuss l'enfoir&#233;,,,,,,,,,,,,,,,,,5,22,50,72
1530,shay,,,,,,,,,,,,,,,,,5,11,17,28
1531,azet,,,,,,,,,,,,,,,,,5,6,15,21
1532,mac tyer,,,,,,,,,,,,,,,,,5,12,13,25
1533,killy,,,,,,,,,,,,,,,,,2,9,45,54
1534,soul khan,,,,,,,,,,,,,,,,,29,10,77,87
1535,choosey,,,,,,,,,,,,,,,,,29,13,15,28
1536,j57,,,,,,,,,,,,,,,,,29,24,12,36
1537,everlast,,,,,,,,,,,,,,,,,29,38,69,107
1538,king tech,,,,,,,,,,,,,,,,,28,5,36,41
1539,beedie,,,,,,,,,,,,,,,,,29,3,15,18
1540,nocando,,,,,,,,,,,,,,,,,29,15,33,48
1541,buck 65,,,,,,,,,,,,,,,,,28,43,67,110
1542,sage francis,,,,,,,,,,,,,,,,,29,10,35,45
1543,awkwafina,,,,,,,,,,,,,,,,,29,1,4,5
1544,vava,,,,,,,,,,,,,,,,,2,4,8,12
1545,ufo361,,,,,,,,,,,,,,,,,5,13,14,27
1546,noizy,,,,,,,,,,,,,,,,,5,18,7,25
1547,mero,,,,,,,,,,,,,,,,,5,9,2,11
1548,mozzik,,,,,,,,,,,,,,,,,5,7,21,28
1549,capital bra,,,,,,,,,,,,,,,,,5,28,17,45
1550,kc rebell,,,,,,,,,,,,,,,,,5,16,11,27
1551,zuna,,,,,,,,,,,,,,,,,5,5,16,21
1552,tayna,,,,,,,,,,,,,,,,,5,2,8,10
1553,nimo,,,,,,,,,,,,,,,,,5,18,0,18
1554,bausa,,,,,,,,,,,,,,,,,5,13,36,49
1555,ezhel,,,,,,,,,,,,,,,,,5,14,5,19
1556,luni coleone,,,,,,,,,,,,,,,,,72,23,30,53
1557,x-raided,,,,,,,,,,,,,,,,,72,13,6,19
1558,mitchy slick,,,,,,,,,,,,,,,,,72,57,24,81
1559,hotboii,,,,,,,,,,,,,,,,,2,37,12,49
1560,midwxst,,,,,,,,,,,,,,,,,2,19,3,22
1561,ice spice,,,,,,,,,,,,,,,,,2,2,2,4
1562,kay flock,,,,,,,,,,,,,,,,,2,7,27,34
1563,lil zay osama,,,,,,,,,,,,,,,,,2,35,11,46
1564,j.i the prince of n.y,,,,,,,,,,,,,,,,,2,16,68,84
1565,b. cooper,,,,,,,,,,,,,,,,,30,5,10,15
1566,b. dolan,,,,,,,,,,,,,,,,,29,6,1,7
1567,q da fool,,,,,,,,,,,,,,,,,2,9,3,12
1568,hell rell,,,,,,,,,,,,,,,,,29,29,17,46
1569,rocko,,,,,,,,,,,,,,,,,28,34,21,55
1570,c-murder,,,,,,,,,,,,,,,,,28,40,38,78
1571,hurricane chris,,,,,,,,,,,,,,,,,28,13,8,21
1572,vl mike,,,,,,,,,,,,,,,,,28,2,1,3
1573,mannie fresh,,hate,nigga,fresh,big,go,real,boy,got,chubby,make,yeah,pussy,bitch,back,fuck,28,33,130,163
1574,b.g. knocc out,,,,,,,,,,,,,,,,,72,22,21,43
1575,rappin' 4-tay,,,,,,,,,,,,,,,,,72,49,28,77
1576,troy ave,,,,,,,,,,,,,,,,,29,44,6,50
1577,lazarus,,,,,,,,,,,,,,,,,29,12,0,12
1578,cj mac,,,,,,,,,,,,,,,,,72,24,22,46
1579,zaytoven,,,,,,,,,,,,,,,,,2,31,60,91
1580,donnis,,,,,,,,,,,,,,,,,28,11,3,14
1581,g-dragon,,,,,,,,,,,,,,,,,13,6,18,24
1582,baba sehgal,,,,,,,,,,,,,,,,,5,1,0,1
1583,babiboi,,,,,,,,,,,,,,,,,72,1,2,3
1584,yvie oddly,,,,,,,,,,,,,,,,,72,2,2,4
1585,scotty,,,,,,,,,,,,,,,,,28,1,4,5
1586,chingo bling,,,,,,,,,,,,,,,,,72,14,13,27
1587,king lil g,,,,,,,,,,,,,,,,,72,14,13,27
1588,baeza,,,,,,,,,,,,,,,,,72,10,9,19
1589,guerilla black,,,,,,,,,,,,,,,,,72,3,61,64
1590,jamie t,,,,,,,,,,,,,,,,,29,2,0,2
1591,baby d,,,,,,,,,,,,,,,,,2,0,8,8
1592,lucki,,,,,,,,,,,,,,,,,2,18,7,25
1593,yungmanny,,,,,,,,,,,,,,,,,2,7,8,15
1594,baby keem,,,,,,,,,,,,,,,,,2,5,10,15
1595,sofaygo,,,,,,,,,,,,,,,,,2,12,51,63
1596,bbymutha,,,,,,,,,,,,,,,,,2,7,13,20
1597,babylon,,,,,,,,,,,,,,,,,13,10,24,34
1598,tiger jk,,,,,,,,,,,,,,,,,13,14,24,38
1599,kanto,,,,,,,,,,,,,,,,,13,5,0,5
1600,lisa,,,,,,,,,,,,,,,,,5,13,40,53
1601,hanhae,,,,,,,,,,,,,,,,,13,12,11,23
1602,verbal jint,,,,,,,,,,,,,,,,,13,23,19,42
1603,san e,,,,,,,,,,,,,,,,,13,14,7,21
1604,junoflo,,,,,,,,,,,,,,,,,13,7,5,12
1605,deepflow,,,,,,,,,,,,,,,,,13,14,8,22
1606,bizzy,,,,,,,,,,,,,,,,,13,21,9,30
1607,ydg,,,,,,,,,,,,,,,,,13,21,0,21
1608,sik-k,,,,,,,,,,,,,,,,,13,21,17,38
1609,nucksal,,,,,,,,,,,,,,,,,13,17,22,39
1610,babytron,,,,,,,,,,,,,,,,,2,5,3,8
1611,helluva,,,,,,,,,,,,,,,,,2,5,4,9
1612,backpack kid,,,,,,,,,,,,,,,,,2,0,2,2
1613,dj suede the remix god,,,,,,,,,,,,,,,,,2,3,3,6
1614,backxwash,,,,,,,,,,,,,,,,,29,5,6,11
1615,sadistik,,,,,,,,,,,,,,,,,29,13,37,50
1616,zack de la rocha,,,,,,,,,,,,,,,,,29,6,35,41
1617,poppy,,,,,,,,,,,,,,,,,2,2,3,5
1618,cadence weapon,,,,,,,,,,,,,,,,,29,11,5,16
1619,shy glizzy,,,,,,,,,,,,,,,,,2,33,33,66
1620,snootie wild,,,,,,,,,,,,,,,,,72,16,30,46
1621,lil phat,,,,,,,,,,,,,,,,,28,8,32,40
1622,mo3,,,,,,,,,,,,,,,,,28,5,7,12
1623,ivy queen,,,,,,,,,,,,,,,,,5,20,7,27
1624,pj sin suela,,,,,,,,,,,,,,,,,5,5,3,8
1625,"bad news brown ",,,,,,,,,,,,,,,,,5,0,15,15
1626,la fouine,,,,,,,,,,,,,,,,,5,14,21,35
1627,imposs,,,,,,,,,,,,,,,,,5,3,0,3
1628,rishi rich,,,,,,,,,,,,,,,,,5,5,8,13
1629,divine,,,,,,,,,,,,,,,,,5,15,17,32
1630,smoothe da hustler,,,,,,,,,,,,,,,,,29,16,103,119
1631,rampage,,,,,,,,,,,,,,,,,28,45,0,45
1632,ms. jade,,,,,,,,,,,,,,,,,28,11,79,90
1633,heather b,,,,,,,,,,,,,,,,,29,16,0,16
1634,dedekind cut,,,,,,,,,,,,,,,,,2,2,5,7
1635,true master,,,,,,,,,,,,,,,,,29,4,9,13
1636,mr. len,,,,,,,,,,,,,,,,,29,3,0,3
1637,kid koala,,,,,,,,,,,,,,,,,29,12,0,12
1638,nonchalant,,,,,,,,,,,,,,,,,28,4,38,42
1639,crypt the warchild,,,,,,,,,,,,,,,,,29,13,30,43
1640,baka not nice,,,,,,,,,,,,,,,,,2,20,112,132
1641,belly,,,,,,,,,,,,,,,,,2,35,29,64
1642,kaycyy,,,,,,,,,,,,,,,,,2,18,81,99
1643,hobo johnson,,,,,,,,,,,,,,,,,2,4,75,79
1644,og ron c,,,,,,,,,,,,,,,,,2,46,20,66
1645,mist,,,,,,,,,,,,,,,,,2,23,28,51
1646,bali baby,,,,,,,,,,,,,,,,,2,4,2,6
1647,lele,,,,,,,,,,,,,,,,,5,2,40,42
1648,chunkz,,,,,,,,,,,,,,,,,2,3,37,40
1649,central cee,,,,,,,,,,,,,,,,,2,14,62,76
1650,deno,,,,,,,,,,,,,,,,,2,9,1,10
1651,donae'o,,,,,,,,,,,,,,,,,6,16,7,23
1652,jumz,,,,,,,,,,,,,,,,,2,1,0,1
1653,swarmz,,,,,,,,,,,,,,,,,2,10,81,91
1654,wretch 32,,,,,,,,,,,,,,,,,2,23,14,37
1655,cadet,,,,,,,,,,,,,,,,,2,6,0,6
1656,bankroll freddie,,,,,,,,,,,,,,,,,2,21,50,71
1657,spotemgottem,,,,,,,,,,,,,,,,,2,10,8,18
1658,duke deuce,,,,,,,,,,,,,,,,,2,27,21,48
1659,bankroll fresh,,,,,,,,,,,,,,,,,2,19,83,102
1660,kafani,,,,,,,,,,,,,,,,,72,13,27,40
1661,dorrough,,,,,,,,,,,,,,,,,28,4,32,36
1662,timi dakolo,,,,,,,,,,,,,,,,,6,3,11,14
1663,iyanya,,,,,,,,,,,,,,,,,6,5,12,17
1664,runtown,,,,,,,,,,,,,,,,,6,20,22,42
1665,ycee,,,,,,,,,,,,,,,,,6,20,22,42
1666,ruggedman,,,,,,,,,,,,,,,,,6,12,18,30
1667,eldee,,,,,,,,,,,,,,,,,6,4,19,23
1668,bang belushi,,,,,,,,,,,,,,,,,29,1,6,7
1669,king gordy,,,,,,,,,,,,,,,,,29,31,11,42
1670,bangs,,,,,,,,,,,,,,,,,2,0,12,12
1671,tekno,,,,,,,,,,,,,,,,,6,42,3,45
1672,s-x,,,,,,,,,,,,,,,,,2,7,0,7
1673,the lady of rage,,,,,,,,,,,,,,,,,72,17,74,91
1674,rbx,,,,,,,,,,,,,,,,,72,47,23,70
1675,hittman,,,,,,,,,,,,,,,,,72,13,44,57
1676,bizzle,,,,,,,,,,,,,,,,,30,9,7,16
1677,hava,,,,,,,,,,,,,,,,,5,7,3,10
1678,clueso,,,,,,,,,,,,,,,,,5,3,3,6
1679,ricky rich,,,,,,,,,,,,,,,,,5,18,10,28
1680,kollegah,,,,,,,,,,,,,,,,,5,10,10,20
1681,gzuz,,,,,,,,,,,,,,,,,5,16,35,51
1682,summer cem,,,,,,,,,,,,,,,,,5,15,17,32
1683,bb jay,,,,,,,,,,,,,,,,,28,0,1,1
1684,bbno$,,,,,,,,,,,,,,,,,2,12,5,17
1685,rich brian,,,,,,,,,,,,,,,,,2,11,8,19
1686,night lovell,,,,,,,,,,,,,,,,,2,5,27,32
1687,zelooperz,,,,,,,,,,,,,,,,,2,9,26,35
1688,ygtut,,,,,,,,,,,,,,,,,2,7,16,23
1689,monte booker,,,,,,,,,,,,,,,,,2,23,58,81
1690,b. d. foxmoor,,,,,,,,,,,,,,,,,5,0,2,2
1691,mr. collipark,,,,,,,,,,,,,,,,,28,11,80,91
1692,peedi peedi,,,,,,,,,,,,,,,,,29,2,29,31
1693,willow smith,,,,,,,,,,,,,,,,,2,7,24,31
1694,beans,,,,,,,,,,,,,,,,,29,6,0,6
1695,beat assailant,,,,,,,,,,,,,,,,,29,4,17,21
1696,tumi molekane,,,,,,,,,,,,,,,,,6,2,5,7
1697,the beat bully,,,,,,,,,,,,,,,,,14,0,0,0
1698,bill stax,,,,,,,,,,,,,,,,,13,17,19,36
1699,crush,,,,,,,,,,,,,,,,,13,27,19,46
1700,beetlejuice,,,,,,,,,,,,,,,,,15,0,0,0
1701,bella alubo,,,,,,,,,,,,,,,,,2,19,50,69
1702,kidi,,,,,,,,,,,,,,,,,6,21,34,55
1703,joeboy,,,,,,,,,,,,,,,,,6,20,20,40
1704,ladipoe,,,,,,,,,,,,,,,,,6,19,27,46
1705,mayorkun,,,,,,,,,,,,,,,,,6,26,39,65
1706,sho madjozi,,,,,,,,,,,,,,,,,6,18,49,67
1707,dice ailes,,,,,,,,,,,,,,,,,6,12,30,42
1708,lady donli,,,,,,,,,,,,,,,,,6,5,8,13
1709,belle delphine,,,,,,,,,,,,,,,,,16,0,0,0
1710,ben fero,,,,,,,,,,,,,,,,,5,2,9,11
1711,omg,,,,,,,,,,,,,,,,,5,3,0,3
1712,killa hakan,,,,,,,,,,,,,,,,,5,6,22,28
1713,eko fresh,,,,,,,,,,,,,,,,,5,13,27,40
1714,tricky,,,,,,,,,,,,,,,,,29,12,3,15
1715,ronnie flex,,,,,,,,,,,,,,,,,5,6,6,12
1716,madame,,,,,,,,,,,,,,,,,30,9,0,9
1717,big freedia,,,,,,,,,,,,,,,,,5,32,45,77
1718,dj green lantern,,,,,,,,,,,,,,,,,29,18,85,103
1719,morray,,,,,,,,,,,,,,,,,2,11,67,78
1720,benzino,,got,niggas,now,ain't,wanna,benzino,back,go,yeah,let,know,see,keep,party,might,28,20,137,157
1721,dj pooh,,,,,,,,,,,,,,,,,28,19,89,108
1722,bobby brown,,,,,,,,,,,,,,,,,28,49,31,80
1723,xv,,,,,,,,,,,,,,,,,29,26,0,26
1724,yo-yo,,,,,,,,,,,,,,,,,28,46,27,73
1725,young greatness,,,,,,,,,,,,,,,,,2,11,50,61
1726,kid rock,,,,,,,,,,,,,,,,,28,26,2,28
1727,jake miller,,,,,,,,,,,,,,,,,2,15,20,35
1728,k-solo,,,,,,,,,,,,,,,,,28,38,0,38
1729,outasight,,,,,,,,,,,,,,,,,28,16,3,19
1730,classified,,,,,,,,,,,,,,,,,28,15,14,29
1731,ray luv,,game,got,nigga,ain't,never,young,shit,niggas,pimp,keep,back,man,ha,cause,rather,72,33,125,158
1732,bizzy bone,,,,,,,,,,,,,,,,,72,51,13,64
1733,stephen marley,,,,,,,,,,,,,,,,,28,34,31,65
1734,bertie blackman,,,,,,,,,,,,,,,,,5,1,6,7
1735,sultan,,,,,,,,,,,,,,,,,5,6,0,6
1736,urthboy,,,,,,,,,,,,,,,,,5,4,6,10
1737,mad clown,,,,,,,,,,,,,,,,,13,7,17,24
1738,penomeco,,,,,,,,,,,,,,,,,13,8,18,26
1739,g2,,,,,,,,,,,,,,,,,13,20,0,20
1740,bez,,,,,,,,,,,,,,,,,72,2,11,13
1741,b.i,,,,,,,,,,,,,,,,,28,10,123,133
1742,grandmaster flash,,,,,,,,,,,,,,,,,28,46,74,120
1743,jamal woolard,,,,,,,,,,,,,,,,,28,4,6,10
1744,obie trice,,,,,,,,,,,,,,,,,28,30,17,47
1745,shorty mack,,,,,,,,,,,,,,,,,28,14,53,67
1746,katie got bandz,,,,,,,,,,,,,,,,,2,9,16,25
1747,lil loaded,,,,,,,,,,,,,,,,,2,1,10,11
1748,big bank hank,,,,,,,,,,,,,,,,,17,0,0,0
1749,king l,,,,,,,,,,,,,,,,,28,5,22,27
1750,trillville,,watch,talkin',big,man,now,nigga,shit,ass,don,niggas,ain't,p,see,motherfucker,yeah,28,20,153,173
1751,profjam,,,,,,,,,,,,,,,,,2,1,32,33
1752,emicida,,,,,,,,,,,,,,,,,5,9,3,12
1753,mista grimm,,,,,,,,,,,,,,,,,28,6,17,23
1754,elephant man,,,,,,,,,,,,,,,,,28,24,11,35
1755,big ed,,,,,,,,,,,,,,,,,72,10,39,49
1756,skull duggery,,,,,,,,,,,,,,,,,28,9,30,39
1757,silkk the shocker,,,,,,,,,,,,,,,,,28,27,116,143
1758,mo b. dick,,,,,,,,,,,,,,,,,28,13,0,13
1759,jr,,,,,,,,,,,,,,,,,5,15,7,22
1760,mia x,,,,,,,,,,,,,,,,,28,22,113,135
1761,full blooded,,,,,,,,,,,,,,,,,28,4,15,19
1762,todd terry,,,,,,,,,,,,,,,,,28,14,6,20
1763,big fase 100,,,,,,,,,,,,,,,,,72,1,21,22
1764,mopreme shakur,,,,,,,,,,,,,,,,,72,18,72,90
1765,lil aaron,,,,,,,,,,,,,,,,,2,13,10,23
1766,lil mama,,,,,,,,,,,,,,,,,28,9,25,34
1767,southside,,,,,,,,,,,,,,,,,2,12,45,57
1768,m-1,,,,,,,,,,,,,,,,,72,7,0,7
1769,big hawk,,,,,,,,,,,,,,,,,28,5,28,33
1770,big kuntry king,,,,,,,,,,,,,,,,,28,10,101,111
1771,tiffany foxx,,,,,,,,,,,,,,,,,28,4,64,68
1772,yung l.a.,,,,,,,,,,,,,,,,,28,14,16,30
1773,deniro farrar,,,,,,,,,,,,,,,,,2,17,63,80
1774,yung tory,,,,,,,,,,,,,,,,,2,4,6,10
1775,drezus,,,,,,,,,,,,,,,,,29,8,19,27
1776,houdini,,,,,,,,,,,,,,,,,6,4,3,7
1777,tela,,,,,,,,,,,,,,,,,72,19,75,94
1778,papa reu,,,,,,,,,,,,,,,,,28,8,17,25
1779,lil' troy,,,,,,,,,,,,,,,,,28,22,105,127
1780,seagram,,,,,,,,,,,,,,,,,72,7,25,32
1781,choice,,,,,,,,,,,,,,,,,72,7,0,7
1782,big narstie,,,,,,,,,,,,,,,,,6,16,8,24
1783,julian marley,,,,,,,,,,,,,,,,,5,6,18,24
1784,devlin,,,,,,,,,,,,,,,,,6,6,1,7
1785,bushwick bill,,,,,,,,,,,,,,,,,72,20,89,109
1786,focus...,,,,,,,,,,,,,,,,,72,4,5,9
1787,deuce,,,,,,,,,,,,,,,,,2,3,22,25
1788,rhymefest,,,,,,,,,,,,,,,,,29,28,93,121
1789,bink,,,,,,,,,,,,,,,,,2,5,13,18
1790,mic geronimo,,,,,,,,,,,,,,,,,29,14,118,132
1791,lil bibby,,,,,,,,,,,,,,,,,2,17,66,83
1792,mims,,,,,,,,,,,,,,,,,28,15,34,49
1793,vanilla ice,,,,,,,,,,,,,,,,,28,26,13,39
1794,dj uncle al,,,,,,,,,,,,,,,,,28,1,6,7
1795,buckwild,,,,,,,,,,,,,,,,,29,11,52,63
1796,big reese,,,,,,,,,,,,,,,,,72,1,0,1
1797,k-dee,,,,,,,,,,,,,,,,,28,8,6,14
1798,scribe,,,,,,,,,,,,,,,,,30,4,2,6
1799,dazzie dee,,,,,,,,,,,,,,,,,72,5,0,5
1800,mars,,,,,,,,,,,,,,,,,2,15,43,58
1801,zeus,,,,,,,,,,,,,,,,,30,6,0,6
1802,prozak,,,,,,,,,,,,,,,,,72,7,31,38
1803,big sha,,hot,man,ting,man's,yeah,buss,goes,never,got,girl,go,frr,skrt,big,tell,2,1,182,183
1804,ramz,,,,,,,,,,,,,,,,,2,6,94,100
1805,lil dicky,,,,,,,,,,,,,,,,,2,6,33,39
1806,silent&#243;,,,,,,,,,,,,,,,,,2,11,52,63
1807,yungen,,,,,,,,,,,,,,,,,2,12,28,40
1808,peja,,,,,,,,,,,,,,,,,30,4,10,14
1809,no malice,,,,,,,,,,,,,,,,,29,10,54,64
1810,big smo,,,,,,,,,,,,,,,,,72,3,0,3
1811,shock g,,,,,,,,,,,,,,,,,72,10,77,87
1812,e.d.i. mean,,,,,,,,,,,,,,,,,72,6,15,21
1813,knightowl,,,,,,,,,,,,,,,,,72,2,13,15
1814,lil eazy-e,,,,,,,,,,,,,,,,,72,16,41,57
1815,val young,,,,,,,,,,,,,,,,,72,11,61,72
1816,freekey zekey,,,,,,,,,,,,,,,,,72,6,46,52
1817,special k,,,,,,,,,,,,,,,,,29,4,0,4
1818,kastro,,,,,,,,,,,,,,,,,72,6,3,9
1819,big zulu,,,,,,,,,,,,,,,,,6,12,15,27
1820,nadia nakai,,,,,,,,,,,,,,,,,6,18,25,43
1821,k.o,,,,,,,,,,,,,,,,,6,19,19,38
1822,riky rick,,,,,,,,,,,,,,,,,6,18,28,46
1823,big zuu,,,,,,,,,,,,,,,,,6,2,9,11
1824,bigg d,,,,,,,,,,,,,,,,,28,11,106,117
1825,jim jonsin,,,,,,,,,,,,,,,,,28,1,11,12
1826,lazerbeak,,,,,,,,,,,,,,,,,29,9,4,13
1827,lee scott,,,,,,,,,,,,,,,,,29,8,10,18
1828,cakes da killa,,,,,,,,,,,,,,,,,2,8,10,18
1829,thavius beck,,,,,,,,,,,,,,,,,29,5,16,21
1830,bilal wahib,,,,,,,,,,,,,,,,,5,3,27,30
1831,boef,,,,,,,,,,,,,,,,,5,5,5,10
1832,josylvio,,,,,,,,,,,,,,,,,5,5,7,12
1833,sevn alias,,,,,,,,,,,,,,,,,5,8,11,19
1834,bizzey,,,,,,,,,,,,,,,,,5,9,5,14
1835,kraantje pappie,,,,,,,,,,,,,,,,,5,5,9,14
1836,cho,,,,,,,,,,,,,,,,,2,10,17,27
1837,gary,,,,,,,,,,,,,,,,,13,9,1,10
1838,dargen d'amico,,,,,,,,,,,,,,,,,2,15,45,60
1839,billy drease williams,,,,,,,,,,,,,,,,,18,0,0,0
1840,mc paul barman,,,,,,,,,,,,,,,,,29,9,23,32
1841,vordul mega,,,,,,,,,,,,,,,,,29,9,48,57
1842,elucid,,,,,,,,,,,,,,,,,29,3,2,5
1843,mike ladd,,,,,,,,,,,,,,,,,29,13,14,27
1844,the koreatown oddity,,,,,,,,,,,,,,,,,29,11,21,32
1845,chester watson,,,,,,,,,,,,,,,,,29,11,8,19
1846,jehst,,,,,,,,,,,,,,,,,29,16,13,29
1847,nickelus f,,,,,,,,,,,,,,,,,29,16,35,51
1848,na-kel smith,,,,,,,,,,,,,,,,,2,5,8,13
1849,stat quo,,,,,,,,,,,,,,,,,29,40,0,40
1850,rich kidd,,,,,,,,,,,,,,,,,29,14,34,48
1851,curtiss king,,,,,,,,,,,,,,,,,29,6,4,10
1852,stezo,,,,,,,,,,,,,,,,,29,9,17,26
1853,trueno,,,,,,,,,,,,,,,,,5,8,18,26
1854,young zee,,,,,,,,,,,,,,,,,29,24,53,77
1855,derek minor,,,,,,,,,,,,,,,,,30,18,10,28
1856,john givez,,,,,,,,,,,,,,,,,30,22,4,26
1857,flesh-n-bone,,,,,,,,,,,,,,,,,72,7,48,55
1858,d smoke,,,,,,,,,,,,,,,,,6,15,19,34
1859,bkorn,,,,,,,,,,,,,,,,,19,0,0,0
1860,blaaze,,,,,,,,,,,,,,,,,5,3,4,7
1861,brodha v,,,,,,,,,,,,,,,,,5,3,5,8
1862,hard kaur,,,,,,,,,,,,,,,,,5,3,4,7
1863,roll rida,,,,,,,,,,,,,,,,,5,1,1,2
1864,blac chyna,,,,,,,,,,,,,,,,,2,2,9,11
1865,lil xan,,,,,,,,,,,,,,,,,2,5,8,13
1866,luh kel,,,,,,,,,,,,,,,,,2,9,28,37
1867,naira marley,,,,,,,,,,,,,,,,,6,14,10,24
1868,black cobain,,,,,,,,,,,,,,,,,2,3,16,19
1869,tabi bonney,,,,,,,,,,,,,,,,,28,7,25,32
1870,fat trel,,,,,,,,,,,,,,,,,2,25,13,38
1871,black m,,,,,,,,,,,,,,,,,5,5,0,5
1872,mike g,,,,,,,,,,,,,,,,,30,21,0,21
1873,felly,,,,,,,,,,,,,,,,,28,23,4,27
1874,one be lo,,,,,,,,,,,,,,,,,29,12,54,66
1875,frisco,,,,,,,,,,,,,,,,,6,15,13,28
1876,maxsta,,,,,,,,,,,,,,,,,6,5,25,30
1877,kid sister,,,,,,,,,,,,,,,,,28,5,47,52
1878,mod sun,,,,,,,,,,,,,,,,,2,11,10,21
1879,b l a c k i e,,,,,,,,,,,,,,,,,29,1,0,1
1880,blak jak,,,,,,,,,,,,,,,,,6,0,11,11
1881,drumma boy,,,,,,,,,,,,,,,,,28,18,39,57
1882,jesse jagz,,,,,,,,,,,,,,,,,6,17,44,61
1883,willy northpole,,,,,,,,,,,,,,,,,72,7,25,32
1884,blade brown,,,,,,,,,,,,,,,,,2,6,39,45
1885,young m.a,,,,,,,,,,,,,,,,,29,24,6,30
1886,blade icewood,,,,,,,,,,,,,,,,,72,0,13,13
1887,blanco brown,,,,,,,,,,,,,,,,,28,4,6,10
1888,ghettosocks,,,,,,,,,,,,,,,,,29,16,24,40
1889,blaqstarr,,,,,,,,,,,,,,,,,28,2,2,4
1890,rye rye,,,,,,,,,,,,,,,,,28,9,0,9
1891,blaze ya dead homie,,,,,,,,,,,,,,,,,72,22,10,32
1892,dj clay,,,,,,,,,,,,,,,,,72,10,26,36
1893,danny diablo,,,,,,,,,,,,,,,,,29,9,43,52
1894,boondox,,,,,,,,,,,,,,,,,72,11,11,22
1895,jamie madrox,,,,,,,,,,,,,,,,,72,11,16,27
1896,kung fu vampire,,,,,,,,,,,,,,,,,72,20,22,42
1897,violent j,,,,,,,,,,,,,,,,,72,11,29,40
1898,glorilla,,,,,,,,,,,,,,,,,2,14,28,42
1899,tay-k,,,,,,,,,,,,,,,,,2,5,71,76
1900,hemlock ernst,,,,,,,,,,,,,,,,,29,19,37,56
1901,dez nado,,,,,,,,,,,,,,,,,28,1,1,2
1902,ron suno,,,,,,,,,,,,,,,,,2,9,9,18
1903,justina valentine,,,,,,,,,,,,,,,,,29,5,9,14
1904,orikal uno,,,,,,,,,,,,,,,,,29,1,0,1
1905,okmalumkoolkat,,,,,,,,,,,,,,,,,6,11,24,35
1906,bobbito garcia,,,,,,,,,,,,,,,,,29,1,19,20
1907,shad,,,,,,,,,,,,,,,,,29,19,0,19
1908,bobby brackins,,,,,,,,,,,,,,,,,72,8,59,67
1909,mad lion,,,,,,,,,,,,,,,,,29,24,49,73
1910,lil debbie,,,,,,,,,,,,,,,,,5,8,5,13
1911,dj shadow,,,,,,,,,,,,,,,,,29,18,22,40
1912,chrishan,,,,,,,,,,,,,,,,,72,5,9,14
1913,numskull,,,,,,,,,,,,,,,,,72,13,64,77
1914,tobymac,,,,,,,,,,,,,,,,,30,9,4,13
1915,k-os,,,,,,,,,,,,,,,,,5,14,32,46
1916,bobby creekwater,,,,,,,,,,,,,,,,,28,8,111,119
1917,david dallas,,,,,,,,,,,,,,,,,28,3,2,5
1918,caskey,,,,,,,,,,,,,,,,,72,18,6,24
1919,dj casper,,,,,,,,,,,,,,,,,28,2,41,43
1920,proof,,,,,,,,,,,,,,,,,29,12,0,12
1921,pnc,,,,,,,,,,,,,,,,,28,4,18,22
